1,Fish Sauce,0.06,images/food_icons_v3/noodles.svg,images/food_icons_v3/noodles.svg
2,Zesty Italian Dressing,0.06,img/273_erin_m_4139a27f-f83f-4ac0-9d64-5e5703278f0e.png,images/food_icons_v3/bottle.svg
3,Erythritol,3,missing_thumbnail1.svg,missing_thumbnail1.svg
5,Marshmallows,0.28,img/4496_erin_m_c39e52be-2519-46a5-afd6-3cdc492a8e87.png,images/food_icons_v3/ice_cream.svg
6,Ginger,0,img/196_ldementhon_5688a41c-6150-416f-aa7a-03e423284668.jpg,images/food_icons_v3/pepper_shaker.svg
7,Apples,1.1,img/1301_ldementhon_2c47f22b-58e9-4666-9801-dfb57bbbbaca.png,images/food_icons_v3/apple.svg
10,Bison,0.28,img/3877_francois@ap-elite.life_2d8be9cb-3906-44c9-84f7-4ab11ae6bf55.jpg,images/food_icons_v3/steak.svg
12,Mayonnaise Dressing,0.04,img/5797_erin_m_80ad40d2-381e-44cf-9ef6-20f1510ab1b3.png,images/food_icons_v3/bottle.svg
14,Coconut Oil,0.04,img/265_paris.granville_267287a5-ef8c-469a-b26e-706d0858604f.jpg,images/food_icons_v3/bottle.svg
15,Rutabagas,3.71,images/food_icons_v3/carrot.svg,images/food_icons_v3/carrot.svg
16,Heavy Whipping Cream,2.19,img/52_AndyG13_87df76b5-3236-40a1-9f51-517081f49aa0.png,images/food_icons_v3/milk_bottle.svg
17,Peas And Onions,0.54,images/food_icons_v3/carrot.svg,images/food_icons_v3/carrot.svg
18,Italian Salami,0.43,img/972_simmyras_66b39f3e-7e2f-4816-bfca-d00db85b4ae0.png,images/food_icons_v3/sausage.svg
20,Reduced Fat Milk,0.2,img/67_ldementhon_80256239-f968-42fb-b00e-01cff211140c.jpg,images/food_icons_v3/milk_bottle.svg
21,Beef Round,0.35,img/5381_hopscotch_queen_eeb2d626-6cc7-46d4-ae34-5bcaa53cb4d2.png,images/food_icons_v3/steak.svg
22,Provolone Cheese,0.38,img/35_simmyras_75ac6632-13a8-4825-96ca-2352751b62e7.png,images/food_icons_v3/cheese.svg
26,Camembert Cheese,0.4,img/7_simmyras_4f449204-0fe3-4acd-bdd5-622e747e25bb.png,images/food_icons_v3/cheese.svg
29,"Corn Grits, Plain",0.01,images/food_icons_v3/porridge.svg,images/food_icons_v3/porridge.svg
27,"Egg, Hard-Boiled",0.15,img/107_simmyras_423796ce-7409-440e-a01a-84e3984658dc.png,images/food_icons_v3/egg.svg
28,Muscle Milk Naturals Protein Powder Chocolate,0.83,img/81600_RobertCyrus_930f89de-76ec-4a21-9c00-4b06e4afe29a.png,images/food_icons_v3/milk_bottle.svg
31,Turkey Ham,0.16,img/947_Hugo4488_d0836cd5-0711-46f3-9569-8163d48d9973.png,images/food_icons_v3/sausage.svg
32,Butter Cookies,0.03,img/4080_unglued_da0055ca-9aad-4a1f-9ad0-2782dd09a43d.png,images/food_icons_v3/bread.svg
33,Yellow Cake,0.93,images/food_icons_v3/bread.svg,images/food_icons_v3/bread.svg
34,Basil Pesto,0.72,img/92920_simmyras_6bfa9799-9aac-4519-8313-20afd9e8195a.png,images/food_icons_v3/noodles.svg
36,Sunflower Seed Kernels,0.04,img/2624_1999CE_17235849-87f0-4953-a42e-53e29f71a36c.png,images/food_icons_v3/hazelnut.svg
37,Beet Greens,1.03,images/food_icons_v3/carrot.svg,images/food_icons_v3/carrot.svg
38,Parsley,0.01,img/2057_erin_m_0112137a-a59e-493f-a00e-060e05626983.png,images/food_icons_v3/carrot.svg
43,Mackerel,0.43,img/3304_simmyras_f12ee15c-01ad-4d0d-9ad6-4ea1a9ab1474.png,images/food_icons_v3/fish.svg
45,Rice Cakes,0.09,img/4440_laurabedo_38887c39-cc1c-430d-bd4d-2562c09df8cc.png,images/food_icons_v3/cookie.svg
65,Navy Beans,0.86,images/food_icons_v3/soy.svg,images/food_icons_v3/soy.svg
47,Hoisin Sauce,0.1,img/744__82__cca43366-28b5-43d5-83f8-c962579a5e7a.png,images/food_icons_v3/noodles.svg
48,Sea Bass,0.42,img/3344_red_sour_berry_b6f82f2a-d7d3-46e6-8951-adb3f3d52957.jpg,images/food_icons_v3/fish.svg
49,Dark Chocolate,1.29,img/4768_AyatAsem_2ab5f346-7352-4d75-a8b8-b0aceb58f3da.jpg,images/food_icons_v3/ice_cream.svg
50,Curry Paste,0.08,img/5827_simmyras_49a95f50-b693-4591-badb-8312886d9868.png,images/food_icons_v3/carrot.svg
52,Hazelnut Oil,0.07,img/306_edanazli_5950e5ab-178f-4fab-a994-f6be257ae4ef.jpg,images/food_icons_v3/bottle.svg
53,"Beef, Brisket",0.2,img/2737_RedHawk5_1c69510f-5b21-4007-b057-66344c99cd44.png,images/food_icons_v3/steak.svg
54,Thousand Island Dressing,0.07,img/362_simmyras_9b6404da-3b33-466d-a996-1e009cc6f2f5.png,images/food_icons_v3/bottle.svg
55,French Fries,0.06,img/2134_mishie79_b34c1148-d8c2-4524-a2ca-a09e39ce1eee.png,images/food_icons_v3/carrot.svg
56,Habenero,1,images/food_icons_v3/carrot.svg,images/food_icons_v3/carrot.svg
57,Bass,1.84,images/food_icons_v3/fish.svg,images/food_icons_v3/fish.svg
58,Egg,0.15,img/103_erin_m_f93c90cc-69c9-43cd-af35-349fefaa1b40.png,images/food_icons_v3/egg.svg
60,Sunflower Seed Butter,0.07,images/food_icons_v3/hazelnut.svg,images/food_icons_v3/hazelnut.svg
61,Imitation Mayonnaise Salad Dressing,0.04,images/food_icons_v3/bottle.svg,images/food_icons_v3/bottle.svg
62,Green Peppers,0.2,img/2310_simmyras_aaa1f124-1672-4fb4-a584-8891811a8fd1.png,images/food_icons_v3/red_pepper.svg
63,Cloves,0.15,img/186_simmyras_1ec30c4c-cec1-4ddf-95bb-c6c61969f320.png,images/food_icons_v3/pepper_shaker.svg
64,Biscuits,0.07,img/3977_simmyras_f7729f0a-de53-44e7-9229-66d3e3406ce4.png,images/food_icons_v3/bread.svg
66,Goat Cheese,0.32,img/132_erin_m_81a4a39b-cc4c-470e-94d2-df73117a172e.png,images/food_icons_v3/cheese.svg
67,Papayas,1.18,img/1479_scotjohns_aa3bd110-3398-45bf-b939-c101da462a68.png,images/food_icons_v3/apple.svg
68,Vegetarian Vegetable Soup,0.36,img/693_DanielBaize_7f7310fa-e9e3-4c5d-b033-0d71ccd2628a.png,images/food_icons_v3/noodles.svg
69,Millet,1.05,img/4796_Jacek_M_66b91ed3-85f9-4add-8534-3eb2f928a640.png,images/food_icons_v3/spaghetti.svg
70,Granola,1.08,img/1023_erin_m_961441bf-e245-4738-91a5-ae48ae440a93.png,images/food_icons_v3/porridge.svg
71,Buttermilk,0.28,img/76_hopscotch_queen_099e9004-7b4f-4301-b20a-7280183293b3.png,images/food_icons_v3/milk_bottle.svg
72,Dandelion Greens,0.12,img/1973_scotjohns_68587ebe-fc9d-47b5-a392-bef2997801db.png,images/food_icons_v3/carrot.svg
73,Basil,0.01,img/218_erin_m_6eaa6326-bae8-4e29-bd77-b6f76bb16fb5.png,images/food_icons_v3/pepper_shaker.svg
74,Leeks,0.47,img/2008_erin_m_a41bbc3c-5ccc-468c-a463-ec788c5a3d5d.png,images/food_icons_v3/carrot.svg
